condicion,destino,pid,len_corrida,t_star_offset
REAL,SWS,SCO_SS_N2,12,
REAL,SWS,SCO_SS_N2,2,1.0
REAL,SWS,SCO_SS_N2,3,2.0
REAL,REM,SCO_SS_N2,6,
REAL,SWS,SCO_SS_N2,22,
REAL,SWS,SCO_SS_N2,1,0.0
REAL,SWS,SCO_SS_N2,5,4.0
REAL,SWS,SCO_SS_N2,1,0.0
REAL,SWS,SCO_SS_N2,10,9.0
REAL,SWS,SCO_SS_N2,3,
REAL,SWS,SCO_SS_N2,1,
REAL,SWS,SCO_SS_N2,1,0.0
REAL,SWS,SCO_SS_N2,10,
REAL,SWS,SCO_SS_N2,2,1.0
REAL,REM,SCO_SS_N2,1,
REAL,SWS,SCO_SS_N2,38,
REAL,SWS,SCO_SS_N2,12,
REAL,SWS,SCO_SS_N2,8,7.0
REAL,SWS,SCO_SS_N2,1,0.0
REAL,SWS,SCO_SS_N2,8,7.0
REAL,SWS,SCO_SS_N2,8,7.0
REAL,SWS,SCO_SS_N2,2,1.0
REAL,REM,SCO_SS_N2,11,
REAL,SWS,SCO_SS_N2,51,
REAL,REM,SCO_SS_N2,7,
REAL,SWS,SCO_SS_N2,35,
REAL,SWS,SCO_SS_N2,22,
REAL,SWS,SCO_SS_N2,3,2.0
REAL,SWS,SCO_SS_N2,1,0.0
REAL,SWS,SCO_SS_N2,4,3.0
REAL,SWS,SCO_AV_N1,15,
REAL,SWS,SCO_AV_N1,3,2.0
REAL,SWS,SCO_AV_N1,2,1.0
REAL,SWS,SCO_AV_N1,1,0.0
REAL,SWS,SCO_AV_N1,35,
REAL,SWS,SCO_AV_N1,3,2.0
REAL,SWS,SCO_AV_N1,4,3.0
REAL,SWS,SCO_AV_N1,1,0.0
REAL,SWS,SCO_AV_N1,57,
REAL,SWS,SCO_AV_N1,1,0.0
REAL,SWS,SCO_AV_N1,1,0.0
REAL,REM,SCO_AV_N1,18,10.0
REAL,REM,SCO_AV_N1,1,0.0
REAL,SWS,SCO_AV_N1,45,
REAL,SWS,SCO_AV_N1,4,3.0
REAL,SWS,SCO_AV_N1,6,5.0
REAL,SWS,SCO_AV_N1,1,0.0
REAL,SWS,SCO_AV_N1,5,4.0
REAL,SWS,SCO_AV_N1,1,0.0
REAL,REM,SCO_AV_N1,1,
REAL,REM,SCO_AV_N1,4,3.0
REAL,SWS,SCO_AV_N1,45,
REAL,SWS,SCO_AV_N1,7,6.0
REAL,SWS,SCO_AV_N1,1,0.0
REAL,SWS,CAP_S02_N1,8,
REAL,SWS,CAP_S02_N1,57,
REAL,SWS,CAP_S02_N1,5,4.0
REAL,REM,CAP_S02_N1,26,19.0
REAL,REM,CAP_S02_N1,2,
REAL,SWS,CAP_S02_N1,37,
REAL,SWS,CAP_S02_N1,33,
REAL,SWS,SCO_IN_N1,20,
REAL,SWS,SCO_IN_N1,15,
REAL,SWS,SCO_IN_N1,3,
REAL,SWS,SCO_IN_N1,1,
REAL,REM,SCO_IN_N1,3,2.0
REAL,SWS,SCO_IN_N1,10,
REAL,SWS,SCO_IN_N1,5,4.0
REAL,SWS,SCO_IN_N1,5,4.0
REAL,SWS,SCO_IN_N1,1,0.0
REAL,SWS,SCO_IN_N1,4,
REAL,SWS,SCO_IN_N1,1,
REAL,SWS,SCO_IN_N1,8,
REAL,SWS,SCO_IN_N1,2,1.0
REAL,SWS,SCO_IN_N1,5,4.0
REAL,SWS,SCO_IN_N1,30,
REAL,SWS,SCO_IN_N1,4,3.0
REAL,SWS,SCO_IN_N1,21,
REAL,REM,SCO_IN_N1,8,
REAL,SWS,SCO_IN_N1,39,
REAL,SWS,SCO_IN_N1,2,1.0
REAL,SWS,SCO_IN_N1,1,0.0
REAL,SWS,SCO_IN_N1,5,4.0
REAL,SWS,SCO_IN_N1,4,3.0
REAL,SWS,SCO_IN_N1,1,0.0
REAL,REM,SCO_IN_N1,4,
REAL,SWS,SCO_IN_N1,41,
REAL,REM,SCO_IN_N1,3,
REAL,REM,SCO_IN_N1,1,0.0
REAL,SWS,SCO_IN_N1,31,
REAL,SWS,SCO_IN_N1,5,4.0
REAL,SWS,SCO_IN_N1,1,0.0
REAL,SWS,SCO_IN_N1,7,6.0
REAL,SWS,EDF_S36_N2,21,
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,6,5.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,3,2.0
REAL,SWS,EDF_S36_N2,21,
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,3,2.0
REAL,SWS,EDF_S36_N2,2,1.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,3,2.0
REAL,SWS,EDF_S36_N2,2,1.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,9,
REAL,SWS,EDF_S36_N2,22,
REAL,SWS,EDF_S36_N2,3,2.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,4,3.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,2,1.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,3,2.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,12,
REAL,SWS,EDF_S36_N2,3,2.0
REAL,SWS,EDF_S36_N2,1,0.0
REAL,SWS,EDF_S36_N2,20,
REAL,SWS,EDF_S36_N2,25,
REAL,SWS,EDF_S36_N2,3,2.0
REAL,SWS,EDF_S36_N2,7,6.0
REAL,REM,EDF_S36_N2,9,
REAL,REM,EDF_S36_N2,1,0.0
REAL,REM,EDF_S36_N2,35,34.0
REAL,SWS,EDF_S36_N2,16,
REAL,SWS,EDF_S36_N2,10,9.0
REAL,SWS,EDF_S36_N2,8,7.0
REAL,SWS,EDF_S36_N2,8,7.0
REAL,SWS,EDF_S36_N2,2,1.0
REAL,SWS,EDF_S36_N2,2,
REAL,REM,EDF_S36_N2,12,11.0
REAL,SWS,EDF_S36_N2,9,
REAL,SWS,EDF_S07_N2,22,
REAL,REM,EDF_S07_N2,17,2.0
REAL,SWS,EDF_S07_N2,33,
REAL,SWS,EDF_S07_N2,3,2.0
REAL,REM,EDF_S07_N2,8,1.0
REAL,REM,EDF_S07_N2,6,5.0
REAL,SWS,EDF_S07_N2,31,
REAL,SWS,EDF_S07_N2,9,8.0
REAL,SWS,EDF_S07_N2,3,2.0
REAL,SWS,EDF_S07_N2,2,1.0
REAL,SWS,EDF_S07_N2,1,0.0
REAL,REM,EDF_S07_N2,20,5.0
REAL,REM,EDF_S07_N2,28,27.0
REAL,SWS,EDF_S03_N1,15,
REAL,SWS,EDF_S03_N1,2,1.0
REAL,SWS,EDF_S03_N1,1,0.0
REAL,SWS,EDF_S03_N1,1,0.0
REAL,SWS,EDF_S03_N1,1,0.0
REAL,SWS,EDF_S03_N1,5,4.0
REAL,SWS,EDF_S03_N1,9,8.0
REAL,REM,EDF_S03_N1,20,13.0
REAL,REM,EDF_S03_N1,3,
REAL,SWS,EDF_S03_N1,17,
REAL,SWS,EDF_S03_N1,6,5.0
REAL,SWS,EDF_S03_N1,2,1.0
REAL,SWS,EDF_S03_N1,1,0.0
REAL,SWS,EDF_S03_N1,1,0.0
REAL,SWS,EDF_S03_N1,3,2.0
REAL,SWS,EDF_S03_N1,29,
REAL,SWS,EDF_S03_N1,11,
REAL,SWS,EDF_S03_N1,1,0.0
REAL,SWS,EDF_S03_N1,2,1.0
REAL,REM,EDF_S03_N1,3,
REAL,REM,EDF_S03_N1,2,0.0
REAL,REM,EDF_S03_N1,2,1.0
REAL,SWS,EDF_S03_N1,17,
REAL,SWS,EDF_S03_N1,19,
REAL,SWS,EDF_S03_N1,2,1.0
REAL,SWS,EDF_S03_N1,3,2.0
REAL,SWS,EDF_S03_N1,2,1.0
REAL,SWS,EDF_S03_N1,2,1.0
REAL,SWS,EDF_S03_N1,12,
REAL,SWS,EDF_S03_N1,17,
REAL,REM,EDF_S03_N1,3,
REAL,REM,EDF_S03_N1,2,
REAL,REM,EDF_S03_N1,1,
REAL,REM,EDF_S03_N1,24,23.0
REAL,SWS,EDF_S03_N1,43,
REAL,SWS,EDF_S03_N1,2,1.0
REAL,SWS,EDF_S03_N1,12,
REAL,SWS,EDF_S03_N1,8,7.0
REAL,SWS,EDF_S03_N1,3,2.0
REAL,SWS,EDF_S03_N1,4,3.0
REAL,REM,EDF_S03_N1,25,24.0
REAL,REM,EDF_S03_N1,6,5.0
REAL,REM,EDF_S03_N1,1,0.0
REAL,SWS,EDF_S03_N1,32,
REAL,SWS,EDF_S03_N1,16,
REAL,REM,EDF_S03_N1,32,26.0
REAL,SWS,EDF_S23_N2,19,
REAL,SWS,EDF_S23_N2,2,1.0
REAL,SWS,EDF_S23_N2,5,4.0
REAL,SWS,EDF_S23_N2,2,1.0
REAL,SWS,EDF_S23_N2,1,0.0
REAL,SWS,EDF_S23_N2,1,0.0
REAL,SWS,EDF_S23_N2,7,6.0
REAL,SWS,EDF_S23_N2,1,0.0
REAL,SWS,EDF_S23_N2,5,4.0
REAL,SWS,EDF_S23_N2,15,
REAL,REM,EDF_S23_N2,1,0.0
REAL,SWS,EDF_S23_N2,12,
REAL,SWS,EDF_S23_N2,2,1.0
REAL,SWS,EDF_S23_N2,14,
REAL,SWS,EDF_S23_N2,1,0.0
REAL,SWS,EDF_S23_N2,1,0.0
REAL,SWS,EDF_S23_N2,7,6.0
REAL,SWS,EDF_S23_N2,3,2.0
REAL,SWS,EDF_S23_N2,2,1.0
REAL,SWS,EDF_S23_N2,1,0.0
REAL,SWS,EDF_S23_N2,1,0.0
REAL,REM,EDF_S23_N2,55,54.0
REAL,SWS,EDF_S23_N2,21,
REAL,SWS,EDF_S23_N2,2,1.0
REAL,SWS,EDF_S23_N2,13,
REAL,SWS,EDF_S23_N2,26,
REAL,REM,EDF_S23_N2,12,9.0
REAL,SWS,EDF_S23_N2,15,
REAL,SWS,EDF_S23_N2,22,
REAL,REM,EDF_S23_N2,4,
REAL,SWS,EDF_S19_N1,18,
REAL,SWS,EDF_S19_N1,2,1.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,6,5.0
REAL,SWS,EDF_S19_N1,5,4.0
REAL,SWS,EDF_S19_N1,4,3.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,2,1.0
REAL,SWS,EDF_S19_N1,2,1.0
REAL,SWS,EDF_S19_N1,8,7.0
REAL,SWS,EDF_S19_N1,8,7.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,2,1.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,3,2.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,REM,EDF_S19_N1,14,1.0
REAL,SWS,EDF_S19_N1,41,
REAL,SWS,EDF_S19_N1,6,5.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,15,
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,17,
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,9,
REAL,SWS,EDF_S19_N1,3,2.0
REAL,SWS,EDF_S19_N1,2,1.0
REAL,SWS,EDF_S19_N1,3,2.0
REAL,SWS,EDF_S19_N1,2,1.0
REAL,REM,EDF_S19_N1,6,
REAL,REM,EDF_S19_N1,3,2.0
REAL,SWS,EDF_S19_N1,37,
REAL,SWS,EDF_S19_N1,6,5.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,5,4.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,4,3.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,SWS,EDF_S19_N1,3,2.0
REAL,SWS,EDF_S19_N1,3,2.0
REAL,SWS,EDF_S19_N1,1,0.0
REAL,REM,EDF_S19_N1,10,6.0
REAL,SWS,EDF_S19_N1,66,
REAL,SWS,EDF_S19_N1,7,6.0
REAL,SWS,SCO_AG_N1,11,
REAL,SWS,SCO_AG_N1,1,0.0
REAL,SWS,SCO_AG_N1,2,1.0
REAL,SWS,SCO_AG_N1,4,0.0
REAL,SWS,SCO_AG_N1,1,0.0
REAL,SWS,SCO_AG_N1,1,0.0
REAL,SWS,SCO_AG_N1,5,4.0
REAL,SWS,SCO_AG_N1,12,
REAL,REM,SCO_AG_N1,3,
REAL,SWS,SCO_AG_N1,2,1.0
REAL,SWS,SCO_AG_N1,4,3.0
REAL,SWS,SCO_AG_N1,2,1.0
REAL,SWS,SCO_AG_N1,1,0.0
REAL,SWS,SCO_AG_N1,2,1.0
REAL,SWS,SCO_AG_N1,26,
REAL,SWS,SCO_AG_N1,4,3.0
REAL,SWS,SCO_AG_N1,3,2.0
REAL,SWS,SCO_AG_N1,1,0.0
REAL,REM,SCO_AG_N1,4,
REAL,REM,SCO_AG_N1,3,2.0
REAL,REM,SCO_AG_N1,4,3.0
REAL,SWS,SCO_AG_N1,19,
REAL,SWS,SCO_AG_N1,4,3.0
REAL,SWS,SCO_AG_N1,7,6.0
REAL,SWS,SCO_AG_N1,2,1.0
REAL,SWS,SCO_AG_N1,2,1.0
REAL,REM,SCO_AG_N1,1,0.0
REAL,REM,SCO_AG_N1,1,0.0
REAL,SWS,SCO_AG_N1,4,3.0
REAL,SWS,SCO_AG_N1,9,8.0
REAL,SWS,SCO_AG_N1,1,0.0
REAL,SWS,EDF_S29_N1,21,
REAL,SWS,EDF_S29_N1,3,2.0
REAL,SWS,EDF_S29_N1,1,0.0
REAL,SWS,EDF_S29_N1,2,1.0
REAL,SWS,EDF_S29_N1,1,0.0
REAL,SWS,EDF_S29_N1,42,
REAL,SWS,EDF_S29_N1,15,
REAL,SWS,EDF_S29_N1,2,1.0
REAL,SWS,EDF_S29_N1,30,
REAL,REM,EDF_S29_N1,10,
REAL,SWS,EDF_S29_N1,53,
REAL,SWS,EDF_S29_N1,2,1.0
REAL,REM,EDF_S29_N1,54,49.0
REAL,REM,EDF_S29_N1,15,14.0
REAL,SWS,EDF_S29_N1,39,
REAL,SWS,EDF_S29_N1,60,
REAL,SWS,EDF_S29_N1,1,0.0
REAL,SWS,EDF_S29_N1,3,2.0
REAL,REM,EDF_S29_N1,36,32.0
REAL,SWS,EDF_S40_N1,37,
REAL,SWS,EDF_S40_N1,14,
REAL,SWS,EDF_S40_N1,2,1.0
REAL,SWS,EDF_S40_N1,4,3.0
REAL,SWS,EDF_S40_N1,1,0.0
REAL,REM,EDF_S40_N1,2,1.0
REAL,SWS,EDF_S40_N1,39,
REAL,SWS,EDF_S40_N1,18,
REAL,SWS,EDF_S40_N1,54,
REAL,REM,EDF_S40_N1,31,20.0
REAL,SWS,EDF_S40_N1,75,
REAL,SWS,EDF_S40_N1,1,0.0
REAL,REM,EDF_S40_N1,16,9.0
REAL,SWS,EDF_S25_N1,41,
REAL,SWS,EDF_S25_N1,4,3.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,2,1.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,1,0.0
REAL,REM,EDF_S25_N1,33,32.0
REAL,REM,EDF_S25_N1,42,37.0
REAL,REM,EDF_S25_N1,132,131.0
REAL,SWS,EDF_S25_N1,85,
REAL,SWS,EDF_S25_N1,1,0.0
REAL,SWS,EDF_S25_N1,2,1.0
REAL,SWS,EDF_S25_N1,2,1.0
REAL,SWS,EDF_S25_N1,3,2.0
REAL,SWS,EDF_S25_N1,4,3.0
REAL,SWS,SCO_AR_N2,12,
REAL,SWS,SCO_AR_N2,1,0.0
REAL,SWS,SCO_AR_N2,5,4.0
REAL,SWS,SCO_AR_N2,1,0.0
REAL,SWS,SCO_AR_N2,8,7.0
REAL,SWS,SCO_AR_N2,40,
REAL,SWS,SCO_AR_N2,8,7.0
REAL,SWS,SCO_AR_N2,1,0.0
REAL,SWS,SCO_AR_N2,3,2.0
REAL,SWS,SCO_AR_N2,1,0.0
REAL,SWS,SCO_AR_N2,41,
REAL,SWS,SCO_AR_N2,1,0.0
REAL,SWS,SCO_AR_N2,1,0.0
REAL,REM,SCO_AR_N2,10,
REAL,SWS,SCO_AR_N2,39,
REAL,REM,SCO_AR_N2,41,35.0
REAL,REM,SCO_AR_N2,8,7.0
REAL,REM,SCO_AR_N2,8,7.0
REAL,SWS,SCO_AR_N2,48,
REAL,SWS,SCO_AR_N2,7,6.0
REAL,SWS,SCO_AR_N2,4,3.0
REAL,SWS,SCO_AR_N2,1,0.0
REAL,SWS,SCO_AR_N2,1,0.0
REAL,REM,SCO_AR_N2,6,0.0
REAL,SWS,SCO_AR_N2,37,
REAL,SWS,SCO_AR_N2,1,0.0
REAL,REM,SCO_AR_N2,14,7.0
REAL,REM,SCO_AR_N2,1,0.0
REAL,SWS,EDF_S19_N2,21,
REAL,SWS,EDF_S19_N2,1,0.0
REAL,SWS,EDF_S19_N2,11,
REAL,SWS,EDF_S19_N2,4,3.0
REAL,SWS,EDF_S19_N2,2,1.0
REAL,SWS,EDF_S19_N2,8,7.0
REAL,SWS,EDF_S19_N2,21,
REAL,SWS,EDF_S19_N2,3,2.0
REAL,SWS,EDF_S19_N2,3,2.0
REAL,SWS,EDF_S19_N2,3,2.0
REAL,SWS,EDF_S19_N2,13,
REAL,SWS,EDF_S19_N2,3,2.0
REAL,SWS,EDF_S19_N2,1,0.0
REAL,REM,EDF_S19_N2,2,
REAL,SWS,EDF_S19_N2,41,
REAL,SWS,EDF_S19_N2,6,5.0
REAL,REM,EDF_S19_N2,2,
REAL,REM,EDF_S19_N2,10,9.0
REAL,REM,EDF_S19_N2,1,0.0
REAL,SWS,EDF_S19_N2,60,
REAL,REM,EDF_S19_N2,16,5.0
REAL,SWS,EDF_S04_N2,27,
REAL,REM,EDF_S04_N2,16,1.0
REAL,REM,EDF_S04_N2,1,0.0
REAL,SWS,EDF_S04_N2,26,
REAL,SWS,EDF_S04_N2,1,0.0
REAL,SWS,EDF_S04_N2,10,
REAL,SWS,EDF_S04_N2,1,0.0
REAL,SWS,EDF_S04_N2,13,
REAL,SWS,EDF_S04_N2,28,
REAL,SWS,EDF_S04_N2,3,2.0
REAL,SWS,EDF_S04_N2,25,
REAL,SWS,EDF_S04_N2,1,0.0
REAL,SWS,EDF_S04_N2,4,3.0
REAL,SWS,EDF_S04_N2,15,
REAL,REM,EDF_S04_N2,10,1.0
REAL,SWS,EDF_S04_N2,29,
REAL,REM,EDF_S04_N2,10,9.0
REAL,REM,EDF_S04_N2,8,7.0
REAL,SWS,EDF_S04_N2,46,
REAL,SWS,EDF_S04_N2,6,5.0
REAL,REM,EDF_S04_N2,8,7.0
REAL,REM,EDF_S04_N2,1,0.0
REAL,REM,EDF_S04_N2,7,6.0
REAL,SWS,SCO_DG_N2,14,
REAL,SWS,SCO_DG_N2,1,0.0
REAL,SWS,SCO_DG_N2,3,2.0
REAL,SWS,SCO_DG_N2,2,1.0
REAL,SWS,SCO_DG_N2,1,0.0
REAL,REM,SCO_DG_N2,9,
REAL,SWS,SCO_DG_N2,25,
REAL,SWS,SCO_DG_N2,20,
REAL,SWS,SCO_DG_N2,1,0.0
REAL,SWS,SCO_DG_N2,17,
REAL,REM,SCO_DG_N2,12,
REAL,REM,SCO_DG_N2,2,1.0
REAL,REM,SCO_DG_N2,1,0.0
REAL,REM,SCO_DG_N2,3,2.0
REAL,SWS,SCO_DG_N2,48,
